Song name,YouTube URL - Original Song,YouTube URL - Cover Song 1,YouTube URL - Cover Song 2,YouTube URL - Cover Song 3,YouTube URL - Cover Song 4,YouTube URL - Cover Song 5,YouTube URL - Cover Song 6,YouTube URL - Cover Song 7,YouTube URL - Cover Song 8,YouTube URL - Cover Song 9,YouTube URL - Cover Song 10
Dont worry be happy,https://www.youtube.com/watch?v=d-diB65scQU,https://www.youtube.com/watch?v=88MWPJOkNa0,,,,,,,,,
Eminem - Lose Yourself,https://www.youtube.com/watch?v=_Yhyp-_hX2s,https://www.youtube.com/watch?v=DPJv5u1EcaM,https://www.youtube.com/watch?v=dS6vZL8l6lE,https://www.youtube.com/watch?v=NeB9TSu08KU,,,,,,,
enjoy the silence,https://www.youtube.com/watch?v=aGSKrC7dGcY,https://youtu.be/Lx58hXh4pVA,https://www.youtube.com/watch?v=zvnFEATEx7A,https://youtu.be/R64xdfGDW7A,https://youtu.be/1vGXvxwZ5D0,,,,,,
Esclavo y amo,https://youtu.be/Ag9rrauCHLw,https://youtu.be/U59lUPqyuzI,https://youtu.be/fNiQ9zJB8J0,https://youtu.be/bpIdLizpb5M,,,,,,,
everything i wanted,https://www.youtube.com/watch?v=qCTMq7xvdXU,https://www.youtube.com/watch?v=sR5yMLhBOmQ,https://www.youtube.com/watch?v=mrd6Muj-QiE,https://www.youtube.com/watch?v=IupinNthqx4,,,,,,,
eye of the tiger,https://www.youtube.com/watch?v=btPJPFnesV4,https://www.youtube.com/watch?v=Rk8QRRVxrOY,,,,,,,,,
Feeling Good,https://youtu.be/LR1bWhdoIXM,https://youtu.be/Tbm-XMSTK2A,https://youtu.be/fnwGDYdweRA,,,,,,,,
Fleetwood Mac - The Chain,https://www.youtube.com/watch?v=JDG2m5hN1vo,https://www.youtube.com/watch?v=6MW41-n4gXo,https://www.youtube.com/watch?v=j6PNZLehuGU,https://www.youtube.com/watch?v=nhgH2IYLk8s,,,,,,,
fly me to the moon,https://www.youtube.com/watch?v=ZEcqHA7dbwM,https://www.youtube.com/watch?v=DGdj13adniA,https://www.youtube.com/watch?v=Ev_-gOW-gMo,https://www.youtube.com/watch?v=5zMvsW4Fn3M,,,,,,,
fragile,https://www.youtube.com/watch?v=lB6a-iD6ZOY,https://www.youtube.com/watch?v=gnZgNYoZkeU,https://www.youtube.com/watch?v=o7mpZIz5dwM,https://www.youtube.com/watch?v=PZ8g9rZOX_I,,,,,,,
Gimme shelter,https://youtu.be/QeglgSWKSIY,https://youtu.be/LGQTVNMXbLs,https://youtu.be/TIF7qy8k7Ew,https://youtu.be/W6OSm5rFKmM,,,,,,,
Gold Digger,https://www.youtube.com/watch?v=LFFcyWGWz14,https://www.youtube.com/watch?v=9mnwG8inESM,https://www.youtube.com/watch?v=08hF93wLVHU,,,,,,,,
heartless,https://www.youtube.com/watch?v=Co0tTeuUVhU,https://www.youtube.com/watch?v=sbAyufwfOCA,https://www.youtube.com/watch?v=LBTdJHkAr5A,,,,,,,,
hello i love you,https://www.youtube.com/watch?v=exs6GO2bvjE,https://www.youtube.com/watch?v=BFd4ecQpP00,,,,,,,,,
Her's - What Once Was,https://www.youtube.com/watch?v=5mKX21of0sM,https://www.youtube.com/watch?v=O-B-BBwfAWU,https://www.youtube.com/watch?v=OndyizSdCEE,https://www.youtube.com/watch?v=gd5z2JvGVJw,,,,,,,
Here comes the sun,https://www.youtube.com/watch?v=KQetemT1sWc,https://www.youtube.com/watch?v=EAFLL59UtDA&t=2s,https://www.youtube.com/watch?v=DF5emO1X0HA,https://www.youtube.com/watch?v=AfKd7aGCL7U,,,,,,,
here without you,https://www.youtube.com/watch?v=JtO43yB3Zh8,https://www.youtube.com/watch?v=PWyb3W9__f8,https://www.youtube.com/watch?v=_-wKAl-wVkk,,,,,,,,
heroes,https://www.youtube.com/watch?v=lXgkuM2NhYI,https://www.youtube.com/watch?v=4zC58ZlC44E,,,,,,,,,
hey you,https://www.youtube.com/watch?v=TFjmvfRvjTc&list=PLihZ0w3tYuc8YPiBppyq7mi6ysGLvIcPH&index=3&ab_channel=TheBlackbird012,https://www.youtube.com/watch?v=MR7amf-yagU&ab_channel=YoniSchlesinger,https://www.youtube.com/watch?v=KdAY-MrwIeg&ab_channel=SeedsOfMary,,,,,,,,
hit the road jack,https://www.youtube.com/watch?v=uSiHqxgE2d0,https://www.youtube.com/watch?v=a_cHddNaKQo,,,,,,,,,
hold on im coming,https://www.youtube.com/watch?v=AREppyQf5uw,https://www.youtube.com/watch?v=HptmpmBX93c,https://www.youtube.com/watch?v=Fm0CfedNCWY,https://www.youtube.com/watch?v=6XU23eSk-04,,,,,,,
hot stuff,https://www.youtube.com/watch?v=1IdEhvuNxV8,https://www.youtube.com/watch?v=yg6Y_1_DJyI,https://www.youtube.com/watch?v=r_PQYl6Gqao,,,,,,,,
House of the rising sun,https://www.youtube.com/watch?v=sHbKdI26RkE,https://www.youtube.com/watch?v=LwydKiKRXmk,https://www.youtube.com/watch?v=HIF58mGiLy4,,,,,,,,
How Soon Is Now - The Smiths,https://www.youtube.com/watch?v=hnpILIIo9ek,https://www.youtube.com/watch?v=mY8eKQFyRJk,https://www.youtube.com/watch?v=mAH0iuua-qI,,,,,,,,
hurt,https://youtu.be/g0bZtf5MCzY,https://youtu.be/dlWjY2LaU7E,https://youtu.be/8AHCfZTRGiI,https://youtu.be/kyOaA-NcyT4,,,,,,,
I am a man of constant sorrow,https://youtu.be/OdYGnAFaeHU,https://youtu.be/zMOvYve5kJ0,https://youtu.be/4WDDIQSv0rc,https://youtu.be/fusK7Zq53uc,,,,,,,
I can't stand the rain,https://youtu.be/SmGig_b2QLI,https://youtu.be/2WQJC6FVxmk,https://youtu.be/BRIp0JCM2_8,https://youtu.be/hjyhI14NVsc,,,,,,,
i feel love,https://www.youtube.com/watch?v=Nm-ISatLDG0,https://www.youtube.com/watch?v=UFkslvndS60,https://www.youtube.com/watch?v=CZdE9QA-W4o,,,,,,,,
I fought the law,https://www.youtube.com/watch?v=OgtQj8O92eI,https://www.youtube.com/watch?v=AL8chWFuM-s,https://www.youtube.com/watch?v=ycdMQsPejJg,,,,,,,,
i got 5 on it,https://www.youtube.com/watch?v=sx4qKJmLxLQ,https://www.youtube.com/watch?v=mX2vhSockUY,https://www.youtube.com/watch?v=W4_mrnbGYPk,https://www.youtube.com/watch?v=Tl9AlZotMPw,,,,,,,
I Love Rock 'N' Roll,https://youtu.be/cJzPLhDf3-8,https://youtu.be/iC8oP4Z_xPw,https://youtu.be/5SUgn38EFAs,https://youtu.be/ITuOddPeYoc,,,,,,,
i put a spell on you,https://youtu.be/82cdnAUvsw8,https://youtu.be/ua2k52n_Bvw,https://youtu.be/JovHoRfk-y0,https://youtu.be/3TrSMaOZm3Y,,,,,,,
I say a little prayer,https://www.youtube.com/watch?v=TDyiREoBw0o,https://www.youtube.com/watch?v=0GLrn8JwJr0,https://www.youtube.com/watch?v=mYi3i9wnDVI,,,,,,,,
I see fire,https://www.youtube.com/watch?v=2fngvQS_PmQ,https://www.youtube.com/watch?v=Dza4LlxWvOk,,,,,,,,,
I walk the line,https://youtu.be/J-6fW66IUY4,https://youtu.be/8qjl4lysi_s,https://youtu.be/lXVxuN26oME,https://youtu.be/hxIQEtwZ29Q,,,,,,,
I wanna dance with somebody,https://www.youtube.com/watch?v=Q5wPHxqgQH0,https://www.youtube.com/watch?v=QWVPc2dgLps,https://www.youtube.com/watch?v=SO3QQArMPG4,,,,,,,,
i want it all,https://www.youtube.com/watch?v=hFDcoX7s6rE&ab_channel=QueenOfficial,https://www.youtube.com/watch?v=7AKLFCLRVAU&ab_channel=DanVasc,https://www.youtube.com/watch?v=bohCja9rMYg&ab_channel=Dr.Viossy,,,,,,,,
i want to be only with you,https://www.youtube.com/watch?v=osVaF4t-zFc,https://www.youtube.com/watch?v=Lj7QzKaHSHE,https://www.youtube.com/watch?v=MsTIuNikq4w,https://www.youtube.com/watch?v=EYFXLL09_9w,,,,,,,
i want to break free,https://www.youtube.com/watch?v=WUOtCLOXgm8&ab_channel=QueenOfficial,https://www.youtube.com/watch?v=QFHMSWpyFrw&ab_channel=ShockBand,https://www.youtube.com/watch?v=eJQZGQUhtYk&ab_channel=YoniSchlesinger,,,,,,,,
I was made for loving you,https://www.youtube.com/watch?v=ZhIsAZO5gl0,https://www.youtube.com/watch?v=jCBOkG7zQPM,,,,,,,,,
i will survive,https://www.youtube.com/watch?v=6dYWe1c3OyU,https://www.youtube.com/watch?v=f9rCUQjmkxU,https://www.youtube.com/watch?v=ldDYdmwL5zU,,,,,,,,
i'm free,https://www.youtube.com/watch?v=S6InAX5IAQM,https://www.youtube.com/watch?v=hSWbpVjwQGM,,,,,,,,,
in a manner of speaking,https://www.youtube.com/watch?v=HRKOZolW6L4,https://www.youtube.com/watch?v=ivpCsFLaAxA,https://www.youtube.com/watch?v=zXhLFb34nz4,,,,,,,,
instant crush,https://www.youtube.com/watch?v=a5uQMwRMHcs&list=PLihZ0w3tYuc8_9slosI5uEvDQjmNKZM73&index=2&ab_channel=DaftPunkVEVO,https://www.youtube.com/watch?v=5GRRsZip6-o&ab_channel=PomplamooseMusic,https://www.youtube.com/watch?v=nkBxRHvdvXM&ab_channel=natalieimbrugliaVEVO,https://www.youtube.com/watch?v=qVkiaZqw1bE&ab_channel=JoeEdelmann,,,,,,,
John Frusciante - The Slaughter,https://www.youtube.com/watch?v=gwBLHZiR6CY,https://www.youtube.com/watch?v=h_NilMVh1pQ,https://www.youtube.com/watch?v=WJQC7-QM7qY,https://www.youtube.com/watch?v=V65jqWytWAk,,,,,,,
Jolene,https://www.youtube.com/watch?v=Ixrje2rXLMA,https://www.youtube.com/watch?v=wOwblaKmyVw,https://www.youtube.com/watch?v=BKWZJyo9AwM,,,,,,,,
Joy Division - Disorder,https://www.youtube.com/watch?v=fhCLalLXHP4,https://www.youtube.com/watch?v=cL1ZAZaTjac,https://www.youtube.com/watch?v=18DkWB5LvVc,,,,,,,,
jumpin' jack flash,https://www.youtube.com/watch?v=G3dFpQzu54w,https://www.youtube.com/watch?v=c6tSNiIlKDU,https://www.youtube.com/watch?v=jkplklQQfFk,,,,,,,,
killer queen,https://www.youtube.com/watch?v=2ZBtPf7FOoM&ab_channel=QueenOfficial,https://www.youtube.com/watch?v=wsd7kPAJ5zg&ab_channel=ReinadelCid,https://www.youtube.com/watch?v=KD9y3mNpdE4&ab_channel=DannyGraham,https://www.youtube.com/watch?v=_vVdNQ6AqxI&ab_channel=DonnlaHughes,,,,,,,
Killing me softly - Roberta Flack,https://youtu.be/7BJpJSUGTEU,https://youtu.be/PUnOxvlibKI,https://youtu.be/k4A5XuMz_Tw,https://youtu.be/DEbi_YjpA-Y,https://youtu.be/ua4n_sTa9f4,https://youtu.be/H-RBJNqdnoM,,,,,
knocking on heavens door,https://www.youtube.com/watch?v=rm9coqlk8fY,https://www.youtube.com/watch?v=f8OHybVhQwc,,,,,,,,,
la vie en rose,https://www.youtube.com/watch?v=-0KvBnIvTFs,https://www.youtube.com/watch?v=HDN3aQdI7QE,https://www.youtube.com/watch?v=6A_lOwSnS8c,,,,,,,,
lady marmalade,https://www.youtube.com/watch?v=t4LWIP7SAjY,https://www.youtube.com/watch?v=CkXsYjSLbKA,https://www.youtube.com/watch?v=RQa7SvVCdZk,,,,,,,,
let the sunshine in,https://www.youtube.com/watch?v=06X5HYynP5E,https://www.youtube.com/watch?v=34OCz7kGmaE,,,,,,,,,
lets get loud,https://www.youtube.com/watch?v=OZE8fmOGVC0,https://www.youtube.com/watch?v=qmfkW7WRa34,https://www.youtube.com/watch?v=13RThQO38m4,,,,,,,,
live and let die,https://www.youtube.com/watch?v=NR0UmZcf89E,https://www.youtube.com/watch?v=jG4qp-2O3hs,,,,,,,,,
Live forever,https://www.youtube.com/watch?v=TDe1DqxwJoc,https://www.youtube.com/watch?v=MM6XG1DOwrs,https://www.youtube.com/watch?v=NDJlPG_M600,https://www.youtube.com/watch?v=a1VLSi9wdFE,,,,,,,
love of my life,https://www.youtube.com/watch?v=v3xwCkhmies&ab_channel=ArKay74,https://www.youtube.com/watch?v=fSYbh_i-qdU&ab_channel=ClintSlate,,,,,,,,,
love will tear us apart,https://www.youtube.com/watch?v=674KGKRQBPE,https://www.youtube.com/watch?v=jVLYnJhhjMg,https://www.youtube.com/watch?v=r3GVd4DFFPA,https://www.youtube.com/watch?v=kzCJkm711rk,,,,,,,
loverman,https://www.youtube.com/watch?v=P51IVqf28Hs,https://www.youtube.com/watch?v=8q3TbOuAuik,,,,,,,,,
lullaby,https://www.youtube.com/watch?v=ijxk-fgcg7c,https://www.youtube.com/watch?v=QzT9KbfBKMQ,https://www.youtube.com/watch?v=zhL-iift88k,,,,,,,,
Mad World - Tears for fears,https://youtu.be/Oa-ae6_okmg,https://youtu.be/4N3N1MlvVc4,https://youtu.be/aVevvbFNKiY,https://youtu.be/u1ZvPSpLxCg,https://youtu.be/pXtj4TkTvS4,https://youtu.be/MG2LWt5W0_M,,,,,
mercy seat,https://www.youtube.com/watch?v=Are2FK_P3xY,https://www.youtube.com/watch?v=XoJ0bAp4Eo8,,,,,,,,,
moon river,https://www.youtube.com/watch?v=73CSB08Y3is,https://www.youtube.com/watch?v=L_jgIezosVA,https://www.youtube.com/watch?v=F510kxoq_Eg,https://www.youtube.com/watch?v=mXiFHDfvn4A,,,,,,,
moth to the flame,https://www.youtube.com/watch?v=u9n7Cw-4_HQ,https://www.youtube.com/watch?v=6wd6f4cfcww,https://www.youtube.com/watch?v=onLGLKD3ZvU,,,,,,,,
my way,https://youtu.be/3ARmFQZDnYI,https://youtu.be/D5ILs03QsoQ,https://youtu.be/KofBIzWh_ZA,https://youtu.be/OuiEPBNsJpc,https://youtu.be/qQzdAsjWGPg,,,,,,
nevermind,https://www.youtube.com/watch?v=kCfVv3RsGw4,https://www.youtube.com/watch?v=xFhm7c1WnII,https://www.youtube.com/watch?v=OluYj7KqlI0,,,,,,,,
Nights In White Satin,https://youtu.be/qbqxbGm9hBI,https://youtu.be/G5TdVoQFegQ,https://youtu.be/CZkV1_0O0ao,https://youtu.be/K5NMRvRh5Yo,,,,,,,
Nothing compares 2 U,https://youtu.be/0wXxsH71YN8,https://youtu.be/gXdv1zYFmtU,https://youtu.be/INXPoVcpa1w,https://youtu.be/gWJklv5vFeA,,,,,,,
nothing else matters,https://www.youtube.com/watch?v=tAGnKpE4NCI,https://www.youtube.com/watch?v=Z7O3cRTEE8U,https://www.youtube.com/watch?v=MXiStRXnufQ,,,,,,,,
oops i did it again,https://www.youtube.com/watch?v=CduA0TULnow,https://www.youtube.com/watch?v=g_HN50TLuaI,https://www.youtube.com/watch?v=WGtXlBbWeB4,https://www.youtube.com/watch?v=u5nX-nBn_ko,,,,,,,
paint it black,https://www.youtube.com/watch?v=O4irXQhgMqg,https://www.youtube.com/watch?v=RYPWxymohWs,https://www.youtube.com/watch?v=3h4LdiM4C8w,,,,,,,,
Palace - Bitter,https://www.youtube.com/watch?v=rEB0zUPUr8o,https://www.youtube.com/watch?v=kY322EpVQBY,https://www.youtube.com/watch?v=SBzNHUbGfrc,,,,,,,,
papa was a rolling stone,https://www.youtube.com/watch?v=nXiQtD5gcHU,https://www.youtube.com/watch?v=XccYR3psZ9s,https://youtu.be/pJV2pWFyfn4,https://youtu.be/KaeCnGOaE98,,,,,,,
papa's got a brand new bag,https://www.youtube.com/watch?v=QE5D2hJhacU,https://www.youtube.com/watch?v=Kyle05hWAEI,https://www.youtube.com/watch?v=LvnqIG3uiyk,https://www.youtube.com/watch?v=fbE1ZxWsrbM,,,,,,,
Paramore - Ignorance,https://www.youtube.com/watch?v=OH9A6tn_P6g,https://www.youtube.com/watch?v=a5Eb5pk6wuE,https://www.youtube.com/watch?v=nqghxuFiFDw,https://www.youtube.com/watch?v=ibRjyq-SAkQ,,,,,,,
Paranoid,https://youtu.be/uk_wUT1CvWM,https://youtu.be/WY7obsYYS7k,https://youtu.be/Ydmz597Y6JE,,,,,,,,
Perfect,https://www.youtube.com/watch?v=I2IhHG8Xhq4,https://www.youtube.com/watch?v=4IVr9WAAuF0,https://www.youtube.com/watch?v=zlU5jsQi25E,,,,,,,,
perfect day,https://www.youtube.com/watch?v=QYEC4TZsy-Y,https://www.youtube.com/watch?v=48YIGqvpXNE,,,,,,,,,
personal jesus,https://youtu.be/qpYW3qng78E,https://youtu.be/Rl6fyhZ0G5E,https://youtu.be/u1xrNaTO1bI,,,,,,,,
Pscycho killer,https://youtu.be/NyaOYfpq9Fc,https://youtu.be/ly9fkGTiICM,https://youtu.be/gkt20fqXPnw,https://youtu.be/mNBJHUxF1IQ,,,,,,,
Razorlight - Golden Touch,https://www.youtube.com/watch?v=KbANp9cRd6o,https://www.youtube.com/watch?v=mJqqkD5DRfw,https://www.youtube.com/watch?v=0QLew9Rw1w4,https://www.youtube.com/watch?v=1oAsIZQ6o7s,,,,,,,
rebel yell,https://www.youtube.com/watch?v=BPwZaQfoIbU&list=PLihZ0w3tYuc9KKnggyggN03mki1CAtPcx&index=3&ab_channel=LoveBillyIdol,https://www.youtube.com/watch?v=I570GAN6t5U&ab_channel=Sershen%26Zar%C3%ADtskaya,https://www.youtube.com/watch?v=7RHgrt-g79Y&ab_channel=Smith%26Myers,,,,,,,,
red right hand,https://www.youtube.com/watch?v=RrxePKps87k,https://www.youtube.com/watch?v=ScC-teZyK-Y,https://www.youtube.com/watch?v=7psIbGeoij0,,,,,,,,
respect,https://www.youtube.com/watch?v=6FOUqQt3Kg0,https://www.youtube.com/watch?v=Q6vN0zY9urI,,,,,,,,,
rockstar,https://www.youtube.com/watch?v=HO6CX495-m8,https://www.youtube.com/watch?v=Q0cpW28eC78,https://www.youtube.com/watch?v=EibCi0jFvt4,,,,,,,,
roll over beethoven,https://www.youtube.com/watch?v=CxXl4oS9wss,https://www.youtube.com/watch?v=Hz5jXwOXgKQ,https://www.youtube.com/watch?v=kKlzUKLOm_U,,,,,,,,
